N,P,K,PointID,OC,pH,Clay,Silt,Sand
1.1,56.1,15.7,51543472,20.6,4.32,3.0,13.0,83.0
4.4,52.4,61.1,47883502,80.8,3.72,6.0,35.0,58.0
3.6,51.4,811.4,51703136,32.0,5.56,29.0,55.0,16.0
1.0,64.4,132.4,48583234,10.3,4.81,4.0,21.0,75.0
0.6,8.9,4.5,51723090,11.3,4.16,3.0,11.0,87.0
1.3,32.6,87.5,47763328,12.0,4.84,18.0,27.0,55.0
1.6,31.7,27.4,46803376,21.6,4.27,8.0,26.0,66.0
1.4,58.9,99.7,46963410,12.9,5.4,10.0,28.0,62.0
1.7,42.5,69.2,46703430,15.1,4.26,11.0,32.0,58.0
2.1,50.6,218.5,47143468,17.7,5.08,16.0,40.0,43.0
1.2,64.5,11.5,52263284,14.2,4.98,3.0,19.0,78.0
1.0,57.9,191.4,50463356,8.9,5.78,5.0,15.0,80.0
1.0,36.9,5.6,50923288,11.8,4.3,3.0,12.0,85.0
0.8,74.3,242.2,51503198,6.8,6.57,5.0,15.0,80.0
1.3,43.9,40.8,50003224,13.7,4.55,8.0,29.0,62.0
2.3,6.5,89.7,50683002,22.5,4.45,34.0,60.0,6.0
0.8,12.0,56.9,50863368,9.4,5.22,4.0,11.0,86.0
1.2,95.1,72.8,51143356,16.4,5.29,5.0,15.0,80.0
1.2,35.9,57.7,50083244,10.5,4.69,12.0,42.0,46.0
1.5,25.4,101.6,50203276,13.4,4.61,11.0,27.0,62.0
0.8,20.2,16.4,50703190,7.3,4.44,8.0,24.0,68.0
0.5,49.1,7.0,49303342,4.3,5.21,2.0,5.0,93.0
0.9,48.6,135.1,46343340,6.8,4.29,9.0,19.0,72.0
1.6,15.5,52.1,50342988,12.8,4.76,10.0,35.0,55.0
3.0,75.4,94.2,50382960,25.5,4.55,26.0,55.0,19.0
1.9,16.3,214.8,50463086,16.5,6.97,28.0,40.0,33.0
1.4,13.8,43.5,50903130,15.5,4.45,9.0,29.0,62.0
1.5,7.5,25.1,51123106,29.1,4.43,4.0,21.0,74.0
1.2,57.9,126.3,52363162,8.8,4.39,19.0,62.0,19.0
12.8,112.0,472.1,50363296,230.7,5.21,7.0,41.0,52.0
0.8,65.7,24.4,46563276,10.0,4.63,5.0,17.0,79.0
1.7,59.2,379.8,46743132,15.6,7.06,18.0,50.0,31.0
1.2,105.6,164.4,47683144,9.6,6.03,8.0,21.0,71.0
2.6,30.5,187.9,48023148,23.1,6.68,38.0,45.0,17.0
1.7,8.7,22.7,40463188,32.5,3.73,6.0,26.0,68.0
23.2,161.5,352.2,40703338,354.6,3.66,5.0,42.0,53.0
2.9,84.0,63.9,40843338,54.5,4.93,4.0,28.0,68.0
2.7,108.0,112.9,40843320,47.8,5.51,5.0,28.0,67.0
2.7,98.0,164.0,40623316,40.7,5.15,6.0,37.0,57.0
2.6,126.8,75.5,41063342,41.6,4.69,5.0,26.0,69.0
1.4,81.3,174.2,40443366,11.3,6.88,19.0,47.0,34.0
1.8,61.4,234.2,40783372,12.5,7.5,34.0,50.0,16.0
3.3,62.1,495.8,40343366,29.9,7.63,18.0,62.0,19.0
2.5,56.5,198.0,40943358,20.5,7.16,29.0,56.0,15.0
7.2,108.4,267.5,41123358,75.8,6.2,28.0,60.0,12.0
7.2,48.2,360.3,41043334,91.4,5.83,6.0,31.0,63.0
2.1,77.6,238.8,40183352,14.9,7.23,24.0,52.0,24.0
1.4,16.7,22.8,39843158,29.2,3.97,3.0,20.0,78.0
2.0,50.2,102.7,40023148,26.0,5.91,5.0,29.0,65.0
6.3,48.4,157.2,40383310,75.2,4.98,26.0,63.0,11.0
1.3,66.1,153.9,40243296,7.7,7.3,11.0,29.0,60.0
12.2,86.8,260.8,40503298,141.7,5.16,16.0,58.0,26.0
2.8,90.4,38.5,40663302,30.8,5.67,7.0,29.0,64.0
1.4,15.0,23.8,40803304,22.8,4.57,1.0,15.0,84.0
2.6,76.7,34.4,40743284,33.6,5.1,2.0,14.0,85.0
3.1,97.3,125.4,40723262,35.8,4.9,5.0,29.0,66.0
5.1,100.0,585.0,40363340,44.6,6.16,28.0,57.0,15.0
4.6,42.8,288.1,40263330,43.6,5.28,38.0,53.0,9.0
5.1,22.1,380.8,40003262,62.9,7.11,17.0,61.0,21.0
1.8,40.3,49.0,40863226,19.5,6.14,4.0,20.0,76.0
2.8,25.5,33.2,40243254,47.0,4.12,2.0,18.0,80.0
2.0,33.1,14.1,39903244,37.2,3.99,3.0,20.0,77.0
2.0,35.7,79.7,40063210,15.1,7.17,13.0,40.0,47.0
1.4,69.1,304.9,38823150,9.8,7.85,26.0,42.0,32.0
1.6,14.4,204.5,38723176,12.8,7.64,29.0,47.0,24.0
1.0,84.1,115.5,40523162,8.2,6.17,14.0,24.0,62.0
1.6,110.5,92.4,40163140,18.5,5.46,5.0,19.0,77.0
1.4,10.1,135.4,40143280,14.3,7.67,20.0,47.0,33.0
4.2,32.6,149.8,40463278,34.2,6.39,26.0,57.0,17.0
2.4,74.5,349.5,39643304,19.9,7.46,25.0,54.0,21.0
2.1,22.6,113.3,53123826,22.3,6.03,17.0,50.0,33.0
2.3,18.7,58.4,50183772,21.3,5.76,16.0,45.0,39.0
6.6,19.7,143.1,50403872,75.7,5.19,20.0,62.0,19.0
2.2,28.7,150.8,50663868,24.7,7.19,26.0,45.0,30.0
3.8,11.8,34.6,53563934,43.3,5.93,7.0,38.0,55.0
1.5,8.8,50.9,53843780,13.2,4.77,16.0,38.0,46.0
6.8,23.8,52.7,53663790,78.3,7.27,11.0,61.0,29.0
2.1,6.8,45.9,53083786,22.4,5.28,31.0,57.0,12.0
3.9,19.4,70.6,52163856,42.9,4.99,11.0,51.0,38.0
3.7,10.6,68.3,50703804,36.3,7.0,23.0,59.0,18.0
2.2,87.6,224.9,53563892,29.1,7.85,32.0,53.0,15.0
2.2,32.6,96.9,40242990,16.3,5.75,29.0,44.0,27.0
2.2,8.5,27.7,40322962,49.9,3.8,3.0,15.0,83.0
4.6,86.8,472.5,40502956,43.9,6.83,31.0,53.0,16.0
3.7,42.7,130.9,40382996,34.3,5.63,20.0,46.0,35.0
8.1,59.0,665.6,40382968,88.0,7.0,22.0,58.0,20.0
3.2,68.9,105.5,40282972,25.9,5.81,20.0,56.0,24.0
3.0,35.5,280.2,40342942,26.8,7.79,47.0,44.0,9.0
1.9,53.7,150.7,40302942,16.0,6.88,30.0,58.0,12.0
2.6,19.0,39.9,40442956,43.1,3.97,13.0,47.0,40.0
1.6,36.8,29.4,40482946,18.8,4.78,5.0,16.0,79.0
1.2,15.1,56.4,52483744,9.1,5.27,13.0,30.0,57.0
1.5,7.1,69.8,52803628,13.6,7.31,20.0,37.0,43.0
3.3,24.7,62.5,51143722,30.7,6.15,14.0,46.0,40.0
2.3,13.8,85.3,51783768,28.7,7.67,17.0,46.0,37.0
12.4,45.0,275.8,51423570,165.0,7.16,13.0,63.0,24.0
21.2,30.0,151.6,51743706,308.2,6.65,9.0,49.0,41.0
2.3,93.1,199.7,51223716,21.5,6.49,11.0,37.0,51.0
1.8,10.9,97.8,50243722,18.0,7.17,23.0,41.0,36.0
13.6,42.1,188.5,50783758,457.6,3.82,6.0,32.0,62.0
1.6,4.2,49.5,50683680,18.5,5.15,17.0,38.0,45.0
2.7,15.7,49.6,50743686,50.5,3.76,15.0,44.0,41.0
18.3,36.7,117.6,50303656,261.6,5.11,9.0,45.0,46.0
1.4,12.9,67.7,52643750,13.4,7.15,17.0,41.0,41.0
2.8,10.6,35.0,52723768,26.8,6.41,7.0,37.0,56.0
1.6,7.6,60.0,52683638,15.6,6.83,11.0,49.0,40.0
1.6,8.0,119.3,52503606,15.1,5.95,17.0,33.0,51.0
1.4,18.4,165.0,52543650,13.3,7.11,11.0,34.0,54.0
3.3,12.9,61.0,44362656,33.6,7.24,9.0,54.0,37.0
2.4,6.7,40.2,43422596,32.1,4.41,11.0,50.0,38.0
6.5,11.3,176.4,45222560,67.0,7.36,19.0,48.0,33.0
3.9,6.7,58.5,45542596,68.6,7.21,16.0,54.0,30.0
19.6,41.8,133.3,45082578,331.3,6.69,6.0,44.0,50.0
16.8,42.0,132.7,45222584,351.2,6.54,6.0,33.0,60.0
9.0,18.9,82.4,45422604,145.3,5.27,20.0,49.0,30.0
3.4,14.2,26.7,45322594,124.3,7.41,9.0,52.0,39.0
1.4,22.0,58.9,43062470,9.0,6.34,20.0,41.0,39.0
3.9,9.6,56.8,43222546,32.8,5.39,16.0,57.0,28.0
4.6,49.2,220.4,45262548,110.7,7.07,14.0,42.0,44.0
3.2,6.1,49.8,43262564,43.6,4.62,19.0,54.0,27.0
5.1,13.8,65.1,43402550,44.2,4.36,11.0,60.0,29.0
6.1,25.2,53.3,43242524,58.6,7.16,14.0,60.0,26.0
4.0,5.6,160.8,43222514,47.1,6.68,36.0,54.0,10.0
2.1,106.9,297.3,43442464,52.9,7.59,23.0,38.0,40.0
0.8,43.6,130.3,43142466,4.9,7.3,13.0,18.0,69.0
2.1,36.3,158.3,42902492,16.1,7.26,31.0,45.0,24.0
5.7,16.9,82.8,42722554,74.3,4.07,12.0,55.0,33.0
11.1,14.2,192.9,42822520,129.7,5.89,16.0,57.0,27.0
5.5,24.2,67.7,43342544,52.6,7.04,23.0,58.0,19.0
8.0,16.0,113.3,45802574,148.9,7.13,13.0,55.0,32.0
1.8,39.6,155.1,45642552,14.7,6.94,32.0,49.0,18.0
4.6,6.2,132.2,45662602,42.5,5.76,34.0,58.0,8.0
4.4,5.4,98.5,45802578,47.8,4.55,32.0,52.0,17.0
15.6,15.6,97.0,45822588,182.6,7.1,14.0,65.0,21.0
6.5,4.5,213.3,46102520,72.7,6.34,33.0,55.0,12.0
7.4,13.3,61.3,45582602,62.4,6.74,14.0,69.0,17.0
2.7,52.2,193.9,45262560,87.5,7.66,21.0,50.0,30.0
5.5,9.6,44.4,45762596,142.6,7.28,9.0,57.0,34.0
3.7,54.1,257.1,45302556,103.0,7.72,20.0,56.0,24.0
4.4,15.0,114.2,45882610,63.2,4.85,14.0,44.0,42.0
6.3,14.0,570.4,45282274,64.8,6.64,36.0,49.0,15.0
2.3,63.6,183.6,45522538,52.4,7.67,28.0,46.0,25.0
1.5,22.0,53.0,45482556,58.1,7.89,27.0,53.0,20.0
6.2,8.7,98.4,45462576,93.5,6.91,22.0,59.0,19.0
2.0,18.2,209.6,45242528,23.2,7.77,36.0,55.0,10.0
1.5,6.7,156.6,45222530,32.4,7.89,43.0,50.0,7.0
3.8,61.9,220.3,45342564,75.7,7.28,18.0,53.0,29.0
7.9,16.1,130.2,42862532,71.8,5.43,18.0,67.0,15.0
7.1,16.6,411.5,48941812,84.3,5.74,12.0,54.0,34.0
3.8,16.8,126.7,43982594,71.8,4.24,13.0,42.0,45.0
6.2,13.7,301.4,48861746,86.9,5.56,8.0,45.0,48.0
1.2,5.9,84.5,48881802,22.4,6.13,7.0,30.0,62.0
1.9,10.3,243.5,48601796,18.2,7.11,17.0,55.0,28.0
3.7,8.9,201.2,48641792,42.3,5.51,18.0,47.0,36.0
5.5,6.1,468.3,48641796,65.0,5.72,20.0,61.0,19.0
1.6,4.8,258.6,48881806,15.2,5.16,14.0,44.0,42.0
1.6,4.6,218.6,48901800,17.7,5.63,8.0,28.0,64.0
1.2,34.7,64.3,48481726,11.8,7.02,6.0,11.0,83.0
2.4,13.3,205.0,48921810,42.5,5.31,9.0,31.0,60.0
2.3,4.8,215.7,48361714,24.9,7.63,22.0,51.0,27.0
2.5,15.8,477.8,48701802,23.4,5.17,18.0,45.0,37.0
1.2,5.6,168.0,48921816,10.7,4.92,13.0,33.0,55.0
1.2,18.6,167.2,49041822,18.0,5.7,6.0,18.0,75.0
2.2,12.1,203.3,48941826,20.5,5.23,17.0,41.0,42.0
2.5,24.0,414.7,48881820,22.6,5.52,23.0,49.0,28.0
2.2,19.7,337.6,48901822,35.6,5.14,12.0,36.0,53.0
3.1,22.3,246.3,48941830,47.4,5.77,11.0,39.0,50.0
4.6,6.4,187.0,48961828,82.0,5.63,9.0,38.0,53.0
1.7,24.0,161.2,48981794,16.4,7.56,10.0,32.0,58.0
7.2,8.4,558.9,48601720,85.7,5.06,21.0,59.0,20.0
2.2,6.1,268.7,47441670,21.8,6.89,23.0,38.0,39.0
2.0,50.8,414.2,46021624,21.4,7.74,38.0,38.0,23.0
4.0,15.7,587.6,46321622,57.7,7.26,27.0,46.0,26.0
1.4,45.5,827.6,46121606,13.2,7.84,38.0,30.0,32.0
1.1,23.2,226.9,45421632,6.4,8.03,25.0,35.0,40.0
0.4,3.8,127.8,48701838,5.3,6.58,4.0,18.0,79.0
1.2,23.0,372.9,48581866,8.4,7.87,45.0,41.0,14.0
1.2,7.9,253.4,48821846,21.3,5.59,15.0,43.0,42.0
3.1,33.9,273.6,48801836,31.0,5.82,13.0,39.0,48.0
1.3,8.5,127.2,48821778,11.1,7.52,10.0,32.0,58.0
1.2,7.3,181.6,48761830,31.5,5.65,15.0,30.0,55.0
4.1,24.7,73.9,42002522,44.6,3.91,12.0,53.0,35.0
3.2,4.9,167.1,48621718,37.9,5.18,13.0,46.0,40.0
2.2,12.1,577.9,48721710,21.1,7.42,18.0,41.0,41.0
4.5,18.2,232.6,48381694,74.1,5.22,16.0,54.0,31.0
1.3,31.4,599.3,48661772,14.1,7.44,17.0,30.0,53.0
1.2,10.8,136.2,48321684,14.2,5.88,10.0,32.0,59.0
0.4,5.3,127.3,48781732,4.7,6.69,5.0,16.0,79.0
0.8,16.8,86.4,48201676,9.3,6.33,7.0,24.0,69.0
2.0,33.6,112.0,48261700,18.7,6.1,6.0,30.0,65.0
1.3,8.8,172.3,48421742,10.8,5.54,15.0,40.0,45.0
2.6,33.2,331.2,48781840,35.4,6.01,11.0,37.0,52.0
3.7,19.4,42.8,44382648,77.0,4.07,6.0,37.0,57.0
3.0,9.6,48.4,44122636,29.5,6.45,5.0,35.0,60.0
1.0,7.3,35.4,44722656,14.0,4.57,6.0,35.0,59.0
3.2,10.5,29.3,44642650,31.8,7.08,8.0,55.0,38.0
3.0,48.5,72.8,44782634,74.0,4.63,10.0,42.0,48.0
1.4,48.4,142.6,44802636,13.1,6.03,2.0,13.0,85.0
1.8,7.1,113.5,44442622,22.1,4.69,14.0,33.0,53.0
1.7,6.2,44.1,44462630,33.2,4.9,13.0,41.0,46.0
1.7,9.8,75.8,44662622,23.9,7.25,9.0,48.0,43.0
4.0,10.1,211.2,48981826,67.0,5.51,7.0,34.0,59.0
1.5,17.0,71.9,44002614,23.0,4.59,11.0,43.0,46.0
1.4,3.8,50.6,44842628,59.1,7.58,8.0,33.0,60.0
4.4,43.7,211.7,44862624,103.7,7.12,14.0,61.0,25.0
3.4,26.6,131.5,44722632,55.9,6.4,9.0,45.0,46.0
1.7,7.3,46.9,44522630,39.8,4.64,9.0,52.0,39.0
2.9,44.3,124.9,44482636,29.2,5.64,7.0,37.0,56.0
1.6,8.3,187.9,45002272,9.6,7.75,38.0,46.0,16.0
2.0,4.2,195.8,45142274,18.2,7.56,32.0,56.0,12.0
2.4,39.4,205.2,44162612,32.4,5.56,15.0,43.0,42.0
4.4,13.8,141.2,42982530,51.6,5.0,19.0,49.0,32.0
2.5,8.1,212.3,44682624,21.3,6.61,9.0,57.0,34.0
2.7,41.3,114.2,41422376,20.4,6.3,28.0,57.0,15.0
4.4,8.5,235.7,47061660,46.8,5.62,20.0,45.0,34.0
2.4,14.5,59.0,41942506,19.9,4.37,23.0,51.0,26.0
2.7,24.4,154.3,41662502,23.4,4.71,29.0,49.0,21.0
10.0,21.7,111.7,41742520,167.7,4.1,9.0,55.0,37.0
5.0,27.6,56.2,41782532,46.9,4.18,12.0,56.0,32.0
6.3,86.1,180.8,41962532,69.6,4.53,8.0,47.0,45.0
4.1,30.9,111.0,41782550,53.8,4.37,9.0,52.0,39.0
4.4,24.1,62.9,41942560,75.9,4.02,12.0,50.0,38.0
0.6,4.7,24.2,42002582,4.2,7.28,1.0,9.0,90.0
7.1,50.5,141.9,43942616,122.5,4.04,7.0,45.0,47.0
2.8,139.2,478.0,41322378,19.8,5.51,22.0,43.0,35.0
3.7,14.2,32.5,44322650,34.6,7.12,9.0,51.0,41.0
2.1,7.1,103.7,41742394,22.7,7.41,17.0,47.0,36.0
2.6,6.0,111.8,41722378,27.4,7.69,26.0,62.0,11.0
3.0,8.2,79.0,41642348,26.1,5.09,23.0,57.0,20.0
2.6,8.8,80.6,41482350,20.1,5.26,21.0,64.0,15.0
4.8,38.9,94.0,43882598,65.6,4.23,13.0,55.0,32.0
7.5,42.5,46.5,43622626,70.8,5.05,15.0,65.0,21.0
4.7,55.3,362.7,43622622,39.2,6.89,12.0,49.0,39.0
0.7,10.7,33.4,43762610,10.5,4.51,15.0,46.0,39.0
1.8,16.8,94.8,43642620,39.2,4.75,15.0,48.0,37.0
4.9,32.6,223.8,48961832,68.2,4.63,15.0,49.0,37.0
3.1,72.7,81.9,41382388,25.4,7.3,19.0,47.0,33.0
2.0,7.1,266.9,46822034,22.0,7.7,31.0,57.0,11.0
1.3,7.7,474.3,47081994,14.3,6.78,9.0,31.0,60.0
7.2,80.6,304.9,46842048,75.2,7.29,19.0,60.0,21.0
7.6,11.0,249.8,46882044,72.3,7.02,22.0,62.0,16.0
2.3,7.1,336.6,46722040,25.6,7.69,31.0,60.0,9.0
9.5,6.6,358.5,46922044,115.8,6.14,10.0,64.0,26.0
2.4,37.5,1097.2,48142034,25.9,7.5,25.0,45.0,29.0
3.6,5.4,271.9,48661902,37.8,6.16,19.0,53.0,28.0
3.4,8.1,375.4,48161946,45.7,5.74,32.0,48.0,21.0
2.9,7.1,175.4,48501900,25.9,5.7,20.0,46.0,34.0
1.3,6.3,521.3,47301996,8.5,7.98,47.0,40.0,12.0
6.8,16.8,511.0,48301938,84.9,6.3,22.0,61.0,18.0
3.3,6.3,333.1,48281936,30.5,5.88,23.0,55.0,22.0
8.9,26.0,1176.2,48081938,107.0,5.91,18.0,60.0,22.0
2.3,4.2,139.0,48341914,16.8,7.32,26.0,53.0,21.0
5.1,6.3,464.3,48081952,58.1,6.09,19.0,53.0,28.0
3.0,7.8,596.3,48101972,22.7,7.57,49.0,33.0,18.0
0.9,27.4,221.7,48141984,10.4,6.12,17.0,29.0,54.0
3.0,7.3,274.7,47501668,33.9,5.97,11.0,34.0,55.0
3.4,6.8,759.5,48621934,43.5,7.45,39.0,48.0,14.0
1.6,6.0,245.1,44982258,11.9,7.88,37.0,40.0,23.0
10.2,13.4,339.2,45822192,106.8,5.31,18.0,62.0,20.0
3.7,11.2,80.0,43382354,66.8,5.22,14.0,50.0,36.0
1.7,40.2,127.5,44202324,14.0,7.57,18.0,42.0,40.0
2.6,4.2,234.9,44642300,21.8,5.75,24.0,64.0,12.0
3.3,38.5,261.3,44862290,25.5,7.53,34.0,49.0,17.0
1.9,14.7,396.7,45082232,14.0,7.83,47.0,40.0,14.0
4.3,7.2,305.5,45262260,48.8,7.48,25.0,61.0,13.0
1.3,6.2,145.0,45302242,7.4,7.98,38.0,49.0,13.0
1.5,26.2,1181.5,48702022,15.0,7.85,49.0,40.0,11.0
2.7,7.3,576.6,47701994,25.1,7.53,36.0,46.0,18.0
8.8,55.1,571.5,47062016,117.5,6.47,11.0,58.0,31.0
5.3,7.1,486.3,48001944,74.5,6.93,16.0,58.0,27.0
2.4,10.0,203.2,45062234,19.0,7.58,30.0,58.0,13.0
3.2,8.4,100.2,46582054,31.3,6.84,40.0,46.0,14.0
1.1,5.7,494.5,46962070,7.3,7.73,24.0,43.0,33.0
5.9,16.8,344.9,46762094,67.0,7.36,20.0,54.0,25.0
5.6,15.6,260.0,46782082,60.8,6.85,28.0,56.0,17.0
5.5,12.7,165.1,46782088,54.2,7.15,28.0,50.0,22.0
4.8,55.0,377.7,46762090,55.4,7.24,25.0,50.0,25.0
5.8,33.0,794.0,46802092,72.1,7.05,30.0,51.0,19.0
13.4,44.1,236.9,46702080,157.6,6.57,19.0,58.0,23.0
13.7,21.8,289.3,46882070,131.5,6.5,17.0,62.0,21.0
7.0,12.1,145.1,46602078,69.7,6.95,32.0,51.0,17.0
2.3,11.7,414.1,47821984,21.8,6.44,18.0,30.0,51.0
8.9,18.5,347.9,46622044,78.9,7.35,26.0,58.0,16.0
7.9,24.3,581.3,47781918,111.7,4.69,8.0,33.0,59.0
1.2,5.5,184.9,46661588,7.8,7.66,57.0,35.0,9.0
1.2,13.1,496.5,46641574,9.3,7.55,39.0,37.0,24.0
5.4,36.6,867.0,46801652,55.3,7.35,35.0,53.0,12.0
5.3,18.3,613.6,47361656,57.6,6.84,22.0,50.0,28.0
3.9,8.1,158.6,47521642,42.4,6.79,6.0,30.0,64.0
2.5,12.1,288.9,47581636,25.7,6.58,6.0,22.0,72.0
3.9,5.6,105.2,47621670,44.5,5.8,12.0,38.0,51.0
2.3,4.9,199.0,47561670,22.4,5.57,15.0,34.0,51.0
2.6,36.4,153.3,44282614,38.4,5.1,12.0,39.0,49.0
6.2,6.5,498.4,42782380,52.2,6.92,28.0,60.0,12.0
1.6,6.6,208.2,47681974,13.6,7.43,36.0,44.0,20.0
1.6,4.9,521.1,48641922,11.7,8.01,42.0,36.0,22.0
4.3,13.4,332.0,48581908,71.5,6.64,16.0,42.0,43.0
3.2,9.3,511.3,49562000,29.0,7.79,32.0,41.0,28.0
1.8,9.8,476.0,49781958,18.2,7.38,33.0,34.0,33.0
4.4,16.3,533.9,48181998,48.2,6.52,18.0,51.0,31.0
1.2,9.4,408.9,47082084,7.9,7.75,32.0,33.0,35.0
1.9,26.4,558.5,47681962,19.8,6.54,32.0,36.0,33.0
1.7,10.0,535.5,47382080,19.2,7.72,48.0,37.0,15.0
1.6,98.5,154.2,47721974,13.7,7.78,19.0,32.0,48.0
7.8,35.0,356.8,48021942,95.4,7.24,10.0,47.0,43.0
2.7,8.1,391.5,48061936,30.2,6.77,22.0,39.0,39.0
2.4,32.0,221.7,47941938,29.2,7.71,42.0,42.0,16.0
12.4,16.5,155.0,47821948,135.0,6.62,7.0,39.0,54.0
1.4,14.2,452.4,48041908,11.5,5.45,21.0,51.0,29.0
6.6,11.2,853.8,47901902,71.4,6.97,23.0,57.0,20.0
0.8,12.3,531.3,48122006,5.0,8.02,36.0,25.0,38.0
1.3,5.5,68.8,44282602,11.2,6.08,14.0,35.0,51.0
1.6,4.9,380.4,47221650,8.9,7.32,54.0,40.0,6.0
1.1,25.4,204.5,45861662,12.9,5.47,6.0,27.0,67.0
1.3,9.5,472.4,46081642,10.2,7.78,42.0,45.0,13.0
4.3,10.5,74.4,42022524,34.5,4.84,15.0,61.0,24.0
1.6,4.3,37.8,41982542,13.2,6.02,6.0,50.0,44.0
1.8,25.2,85.9,44702648,38.2,4.36,10.0,44.0,46.0
6.5,92.0,220.9,45022622,119.3,7.05,13.0,58.0,28.0
7.0,5.4,251.8,47741670,82.6,5.88,9.0,55.0,36.0
1.6,22.5,324.7,50081966,12.2,7.72,16.0,26.0,58.0
3.6,5.6,67.3,43342562,53.4,5.0,15.0,56.0,29.0
1.6,9.2,495.4,47362064,11.5,7.95,60.0,33.0,7.0
2.6,5.9,353.6,45102292,27.6,7.68,36.0,50.0,15.0
2.0,3.9,250.9,45122304,19.6,7.79,53.0,37.0,10.0
2.0,30.1,916.3,45562280,19.6,7.7,45.0,40.0,15.0
0.8,6.8,314.5,45642292,7.1,8.23,47.0,47.0,6.0
5.5,10.5,396.0,48421886,53.7,7.03,37.0,52.0,12.0
1.9,4.7,228.6,48521868,25.3,7.62,37.0,49.0,14.0
2.7,4.7,487.1,48541882,46.2,7.52,34.0,40.0,26.0
4.0,17.9,205.4,48741802,39.8,5.12,20.0,54.0,27.0
2.0,34.9,731.0,47921570,20.4,7.6,26.0,48.0,26.0
2.8,9.3,55.3,43102574,27.9,6.67,10.0,49.0,41.0
7.9,11.7,192.0,46982044,136.0,5.42,15.0,51.0,34.0
2.0,12.1,264.8,41702440,13.6,7.6,32.0,57.0,11.0
3.5,24.4,68.3,44782314,39.6,4.65,9.0,38.0,53.0
2.0,6.9,23.9,41322526,26.3,6.34,11.0,49.0,39.0
9.2,22.9,463.1,44002494,125.2,6.93,20.0,55.0,25.0
11.4,14.6,168.1,43842504,100.2,6.42,16.0,72.0,12.0
1.6,7.8,98.3,43902582,22.2,4.72,17.0,37.0,46.0
3.1,3.5,102.8,42862366,23.8,7.04,30.0,60.0,11.0
1.7,5.7,197.3,45982034,16.7,7.0,42.0,44.0,15.0
1.1,45.0,488.3,47662094,10.3,6.9,26.0,24.0,50.0
1.5,4.1,161.1,45302286,12.8,7.81,36.0,56.0,8.0
4.8,20.9,107.6,41842350,35.6,7.58,11.0,40.0,49.0
1.5,161.4,251.9,41922402,9.4,7.6,23.0,47.0,30.0
11.2,22.2,639.5,45602186,150.7,7.05,17.0,50.0,33.0
2.9,6.6,55.1,41222516,31.3,6.64,10.0,45.0,45.0
2.8,15.4,24.1,41542512,36.3,4.38,10.0,45.0,46.0
2.0,8.2,11.9,41262512,33.5,7.57,14.0,52.0,34.0
5.4,42.5,105.3,41462518,49.1,6.38,13.0,63.0,23.0
1.8,8.2,50.5,41402524,23.6,5.5,14.0,54.0,32.0
1.4,7.9,31.0,41342524,14.1,5.84,13.0,45.0,42.0
1.8,12.3,23.2,41362526,17.3,5.1,13.0,50.0,37.0
1.0,45.9,67.6,42182424,7.3,6.11,25.0,63.0,13.0
1.2,6.5,26.8,41102514,17.5,7.87,17.0,57.0,26.0
1.3,9.2,162.0,41862408,9.7,7.91,43.0,49.0,9.0
4.2,19.0,41.1,41022528,37.2,5.84,15.0,60.0,25.0
2.3,12.7,161.2,41982386,23.7,7.14,27.0,53.0,20.0
1.9,15.4,177.4,42342404,15.3,7.67,18.0,39.0,43.0
1.4,7.7,120.2,44002290,10.5,7.82,37.0,53.0,9.0
2.2,6.6,42.4,41902382,22.9,6.7,20.0,57.0,23.0
3.5,8.6,64.1,42262392,40.0,5.79,21.0,64.0,15.0
1.6,6.0,22.8,42202386,22.1,5.82,22.0,58.0,21.0
1.1,12.6,152.8,42182396,10.0,8.13,19.0,57.0,25.0
3.3,7.8,232.0,42382412,36.2,7.4,23.0,59.0,18.0
1.8,8.3,188.4,41742420,12.8,7.5,28.0,62.0,10.0
9.2,52.8,161.4,43582568,162.0,4.11,8.0,41.0,51.0
2.3,36.6,228.4,43882346,22.2,6.13,25.0,44.0,31.0
1.9,30.6,321.4,44902434,17.7,7.71,36.0,54.0,10.0
1.4,7.6,120.1,44342600,18.8,5.59,16.0,38.0,47.0
2.5,74.1,399.6,43562480,24.8,7.75,30.0,41.0,29.0
2.1,22.5,201.4,43702432,17.3,7.9,46.0,52.0,2.0
1.6,30.9,208.2,43442450,16.5,8.11,31.0,56.0,13.0
1.6,12.7,218.8,43622446,26.4,7.72,26.0,47.0,26.0
2.2,20.4,299.0,44182430,16.7,8.08,50.0,47.0,2.0
2.5,20.2,24.6,40982506,23.1,7.22,6.0,44.0,50.0
3.6,9.4,63.9,44382516,33.3,6.56,24.0,62.0,14.0
3.6,14.1,49.5,43562570,37.8,4.46,17.0,64.0,19.0
3.7,30.0,98.1,43562530,81.8,7.72,9.0,38.0,53.0
5.1,7.1,262.6,43602512,65.1,7.46,24.0,57.0,19.0
9.6,13.2,148.2,43622514,151.1,7.2,9.0,51.0,40.0
1.6,45.3,56.7,40942518,14.2,7.9,10.0,40.0,51.0
2.2,7.7,30.9,40922518,22.5,6.15,17.0,60.0,23.0
3.1,12.4,45.7,41522502,30.1,4.78,10.0,52.0,38.0
3.2,8.5,34.1,41302502,30.2,4.51,8.0,45.0,47.0
2.4,62.1,311.7,43562470,22.3,7.73,31.0,52.0,17.0
6.1,14.8,88.5,44702554,83.3,7.18,14.0,43.0,43.0
